,날짜,언론사,기사제목,링크
12, 2021.09.02 10:15,비즈니스워치,해운대란 막았다…HMM 임단협 '극적 타결',https://finance.naver.com/item/news_read.naver?article_id=0000003458&office_id=648&code=011200&page=6&sm=
13, 2021.09.02 09:09,아시아경제,"HMM 노사, 임금인상 7.9%, 격려·장려금 650% 타결(상보)",https://finance.naver.com/item/news_read.naver?article_id=0004963020&office_id=277&code=011200&page=6&sm=
14, 2021.09.02 09:01,서울경제,"HMM 노사, 마라톤 협상 끝에 임단협 타결···임금 7.9% 인상",https://finance.naver.com/item/news_read.naver?article_id=0003957548&office_id=011&code=011200&page=6&sm=
15, 2021.09.02 15:39,이데일리,HMM 노조 “국가경제 위해 합의한 것…임금 정상화 논의해야”,https://finance.naver.com/item/news_read.naver?article_id=0005026493&office_id=018&code=011200&page=6&sm=
16, 2021.09.02 14:47,비즈니스워치,'한숨돌린 해운대란'...HMM 임단협 극적 타결,https://finance.naver.com/item/news_read.naver?article_id=0000003467&office_id=648&code=011200&page=6&sm=
17, 2021.09.02 09:32,한국경제,"HMM, 임단협 극적 타결 소식에 강세",https://finance.naver.com/item/news_read.naver?article_id=0004599044&office_id=015&code=011200&page=6&sm=
18, 2021.09.02 14:44,서울경제,"HMM 노사, 밤샘 협상 끝에 임단협 극적 타결···갈등 불씨는 여전",https://finance.naver.com/item/news_read.naver?article_id=0003957814&office_id=011&code=011200&page=6&sm=
19, 2021.09.02 08:39,머니투데이,"파업이냐, 극적 타결이냐…HMM 노사 밤샘협상에도 진통",https://finance.naver.com/item/news_read.naver?article_id=0004639739&office_id=008&code=011200&page=6&sm=
0, 2021.09.02 14:01,머니투데이,"HMM 노조 ""韓 경제 위해 대승적 결단…임금 정상화 없으면 파업""",https://finance.naver.com/item/news_read.naver?article_id=0004639982&office_id=008&code=011200&page=7&sm=
1, 2021.09.02 13:00,아시아경제,"HMM 노사, 임단협 77일만 극적 타결…물류대란 피했다(종합2보)",https://finance.naver.com/item/news_read.naver?article_id=0004963324&office_id=277&code=011200&page=7&sm=
2, 2021.09.02 11:06,헤럴드경제,"HMM 노사, 77일만 임금협상 타결...수출기업 물류대란 가까스로 ...",https://finance.naver.com/item/news_read.naver?article_id=0001882478&office_id=016&code=011200&page=7&sm=
3, 2021.09.02 10:23,아시아경제,"HMM 노사, 임금협상 77일만 극적 타결…물류대란 피했다(종합)",https://finance.naver.com/item/news_read.naver?article_id=0004963123&office_id=277&code=011200&page=7&sm=
4, 2021.09.02 09:46,헤럴드경제,"HMM 노사, 77일만 임금협상 극적 타결…수출 물류대란 피했다",https://finance.naver.com/item/news_read.naver?article_id=0001882334&office_id=016&code=011200&page=7&sm=
5, 2021.09.02 09:42,머니투데이,"""물류대란 막자""..HMM 노사 협상개시 77일만에 최종타결",https://finance.naver.com/item/news_read.naver?article_id=0004639789&office_id=008&code=011200&page=7&sm=
6, 2021.09.02 09:11,조선비즈,HMM 파업 피했다… 노사 ‘밤샘교섭’ 끝에 극적 타결(종합),https://finance.naver.com/item/news_read.naver?article_id=0000758606&office_id=366&code=011200&page=7&sm=
7, 2021.09.02 09:02,이데일리,HMM 노사 극적 합의…'임금 7.9%·격려금 650%',https://finance.naver.com/item/news_read.naver?article_id=0005025947&office_id=018&code=011200&page=7&sm=
8, 2021.09.02 11:29,매경이코노미,노사협상 극적 타결...악재 걷힌 HMM 주가 살아날까,https://finance.naver.com/item/news_read.naver?article_id=0000070368&office_id=024&code=011200&page=7&sm=
9, 2021.09.02 09:31,매일경제,"파업 위기 극적으로 넘겼지만…'흠슬라' HMM, 주가는 덤덤",https://finance.naver.com/item/news_read.naver?article_id=0004846541&office_id=009&code=011200&page=7&sm=
10, 2021.09.02 09:24,매일경제,"HMM 노사, 밤샘 협상 끝에 임단협 '극적 타결'",https://finance.naver.com/item/news_read.naver?article_id=0004846537&office_id=009&code=011200&page=7&sm=
11, 2021.09.02 08:59,머니투데이,HMM 노사협상 19시간만에 극적타결..임금 7.9% 인상(2보),https://finance.naver.com/item/news_read.naver?article_id=0004639754&office_id=008&code=011200&page=7&sm=
12, 2021.09.02 09:16,파이낸셜뉴스,(2보)HMM 노조 임단협 타결...임금인상 7.9% 격려금 650% ...,https://finance.naver.com/item/news_read.naver?article_id=0004702186&office_id=014&code=011200&page=7&sm=
13, 2021.09.02 08:44,이데일리,"HMM 노사, 밤샘 협상 끝에 임단협 '극적 타결'",https://finance.naver.com/item/news_read.naver?article_id=0005025912&office_id=018&code=011200&page=7&sm=
14, 2021.09.02 08:04,이데일리,"HMM 노사, 밤샘 협상…극적 타결 가능할까",https://finance.naver.com/item/news_read.naver?article_id=0005025870&office_id=018&code=011200&page=7&sm=
15, 2021.09.02 00:24,머니투데이,"HMM 노사, 자정 넘겨 협상 계속 진행(2보)",https://finance.naver.com/item/news_read.naver?article_id=0004639644&office_id=008&code=011200&page=7&sm=
16, 2021.09.01 23:49,이데일리,결론 없이 끝난 HMM 노사 협상 …2일 재협상,https://finance.naver.com/item/news_read.naver?article_id=0005025768&office_id=018&code=011200&page=7&sm=
17, 2021.09.01 08:28,아시아경제,"HMM 노사, 1일 막판 협상 진행…파업 분수령",https://finance.naver.com/item/news_read.naver?article_id=0004962267&office_id=277&code=011200&page=7&sm=
18, 2021.09.01 23:38,조선비즈,결론없이 끝난 HMM 추가교섭…내일 재협상한다,https://finance.naver.com/item/news_read.naver?article_id=0000758564&office_id=366&code=011200&page=7&sm=
0, 2021.09.01 23:10,서울경제,"HMM 노사, 임단협 추가 협상 평행선···2일 재협상",https://finance.naver.com/item/news_read.naver?article_id=0003957478&office_id=011&code=011200&page=8&sm=
1, 2021.09.01 15:28,서울경제,"HMM 노사, 1일 임단협 추가 협상 진행···파업 갈림길",https://finance.naver.com/item/news_read.naver?article_id=0003957262&office_id=011&code=011200&page=8&sm=
2, 2021.09.01 14:27,이데일리,"HMM 선원들, 선상시위 나선다…""월 320시간 일해, 처우 개선 필요...",https://finance.naver.com/item/news_read.naver?article_id=0005025405&office_id=018&code=011200&page=8&sm=
3, 2021.08.31 18:35,파이낸셜뉴스,"파업 위기 HMM, 1일 마지막교섭",https://finance.naver.com/item/news_read.naver?article_id=0004701125&office_id=014&code=011200&page=8&sm=
4, 2021.08.31 18:14,서울경제,HMM 육상노조도 파업안 가결...1일 노사 추가협상 '분수령',https://finance.naver.com/item/news_read.naver?article_id=0003956856&office_id=011&code=011200&page=8&sm=
5, 2021.08.31 16:42,이데일리,HMM 육·해상 노조 파업 결의…1일 협상서 '극적 타결' 될까,https://finance.naver.com/item/news_read.naver?article_id=0005024650&office_id=018&code=011200&page=8&sm=
6, 2021.08.31 13:36,파이낸셜뉴스,"HMM, 육상노조도 파업 가결…1일 추가 교섭 '관건'",https://finance.naver.com/item/news_read.naver?article_id=0004700842&office_id=014&code=011200&page=8&sm=
7, 2021.08.31 10:36,머니투데이,HMM 육상노조 '98% 찬성' 파업 가결…1일 임단협이 관건,https://finance.naver.com/item/news_read.naver?article_id=0004638550&office_id=008&code=011200&page=8&sm=
8, 2021.08.31 10:13,서울경제,HMM 육상노조 파업 찬성 97.88% 가결···1일 노사 추가 임단...,https://finance.naver.com/item/news_read.naver?article_id=0003956453&office_id=011&code=011200&page=8&sm=
9, 2021.08.31 10:09,이데일리,HMM 육상노조도 파업 가결…육·해상 노조 공동 파업 나서나,https://finance.naver.com/item/news_read.naver?article_id=0005024221&office_id=018&code=011200&page=8&sm=
10, 2021.08.31 06:01,이데일리,"HMM 육·해상 노조 공동 파업, 1일 협상에 달렸나",https://finance.naver.com/item/news_read.naver?article_id=0005023973&office_id=018&code=011200&page=8&sm=
11, 2021.08.31 14:17,아시아경제,HMM 육상노조 파업가결…수출 물류대란 우려,https://finance.naver.com/item/news_read.naver?article_id=0004961950&office_id=277&code=011200&page=8&sm=
12, 2021.08.31 11:49,헤럴드경제,HMM 육상노조도 98% 찬성 파업가결,https://finance.naver.com/item/news_read.naver?article_id=0001881337&office_id=016&code=011200&page=8&sm=
13, 2021.08.31 11:21,조선비즈,HMM 육상노조 98%가 파업 찬성… 내일 노사 교섭,https://finance.naver.com/item/news_read.naver?article_id=0000758046&office_id=366&code=011200&page=8&sm=
14, 2021.08.31 10:20,헤럴드경제,HMM 육상노조도 98%의 압도적 찬성률 파업 가결,https://finance.naver.com/item/news_read.naver?article_id=0001881114&office_id=016&code=011200&page=8&sm=
15, 2021.08.31 05:01,머니투데이,잘나가던 '흠슬라'는 어디에…파업 목전에 둔 HMM의 고민,https://finance.naver.com/item/news_read.naver?article_id=0004638379&office_id=008&code=011200&page=8&sm=
16, 2021.08.30 18:35,파이낸셜뉴스,HMM 파업 이번주 분수령,https://finance.naver.com/item/news_read.naver?article_id=0004700352&office_id=014&code=011200&page=8&sm=
17, 2021.08.30 16:31,파이낸셜뉴스,HMM 파업 이번주 고비...육상노조도 파업투표,https://finance.naver.com/item/news_read.naver?article_id=0004700255&office_id=014&code=011200&page=8&sm=
18, 2021.08.30 05:37,이데일리,HMM 육상노조마저 파업 나서나…찬반투표 결과 'D-1',https://finance.naver.com/item/news_read.naver?article_id=0005023158&office_id=018&code=011200&page=8&sm=
19, 2021.08.30 15:51,서울경제,"파업 기로 선 HMM···육상노조, 쟁의행위 찬반투표 실시",https://finance.naver.com/item/news_read.naver?article_id=0003956144&office_id=011&code=011200&page=8&sm=
20, 2021.08.30 10:17,아시아경제,"HMM 육상노조, 쟁의행위 찬반투표 실시…이번주 파업 갈림길",https://finance.naver.com/item/news_read.naver?article_id=0004961004&office_id=277&code=011200&page=8&sm=
21, 2021.08.29 13:31,아시아경제,"HMM, 이번주 파업 갈림길…극적 합의 이룰까",https://finance.naver.com/item/news_read.naver?article_id=0004960678&office_id=277&code=011200&page=8&sm=
22, 2021.08.29 06:00,머니투데이,"HMM 해상노조, 사측과 마지막 협상…대한민국 바닷길 '운명의 한 주...",https://finance.naver.com/item/news_read.naver?article_id=0004637665&office_id=008&code=011200&page=8&sm=
23, 2021.08.29 11:00,머니투데이,10년 마통쓰던 HMM 돈 들어오자…분배갈등,https://finance.naver.com/item/news_read.naver?article_id=0004637715&office_id=008&code=011200&page=8&sm=
24, 2021.08.28 07:20,비즈니스워치,"[현장에서]②HMM 사측 ""파업하면 전세계 해운대란""",https://finance.naver.com/item/news_read.naver?article_id=0000003338&office_id=648&code=011200&page=8&sm=
0, 2021.08.27 16:53,비즈니스워치,"[현장에서]①천막 친 HMM노조 ""파업, 우리도 싫다""",https://finance.naver.com/item/news_read.naver?article_id=0000003333&office_id=648&code=011200&page=9&sm=
1, 2021.08.27 06:02,조선비즈,"HMM·SM상선, 최대 실적 이면엔… 아직도 ‘한진해운 사태’ 후유증",https://finance.naver.com/item/news_read.naver?article_id=0000757225&office_id=366&code=011200&page=9&sm=
2, 2021.08.27 04:06,머니투데이,"나랏돈 6.9조 투입, 사상 최대 실적에도…HMM은 '파업위기'",https://finance.naver.com/item/news_read.naver?article_id=0004637005&office_id=008&code=011200&page=9&sm=
3, 2021.08.26 07:20,비즈니스워치,HMM 노사 벼랑 끝 대치…누굴 탓하랴,https://finance.naver.com/item/news_read.naver?article_id=0000003276&office_id=648&code=011200&page=9&sm=
4, 2021.08.25 18:38,파이낸셜뉴스,"HMM 노조, 집단사직 유보.. 다음달 1일 사측과 재협상",https://finance.naver.com/item/news_read.naver?article_id=0004698028&office_id=014&code=011200&page=9&sm=
5, 2021.08.25 16:06,파이낸셜뉴스,HMM 해상노조 사표제출 유보...내달 1일 재협상,https://finance.naver.com/item/news_read.naver?article_id=0004697868&office_id=014&code=011200&page=9&sm=
6, 2021.08.25 15:35,조선비즈,HMM 해상노조 ‘집단 사표’ 유보… 앞으로 일주일이 분수령,https://finance.naver.com/item/news_read.naver?article_id=0000756799&office_id=366&code=011200&page=9&sm=
7, 2021.08.25 16:25,아시아경제,"HMM 해원노조, 단체사직서 제출 보류…""다음달 1일 재교섭""(종합)",https://finance.naver.com/item/news_read.naver?article_id=0004959085&office_id=277&code=011200&page=9&sm=
8, 2021.08.25 09:20,아시아경제,"HMM 해원노조, 단체사직서 제출 보류 가닥…파업 속도조절",https://finance.naver.com/item/news_read.naver?article_id=0004958708&office_id=277&code=011200&page=9&sm=
9, 2021.08.25 15:53,머니투데이,"HMM노조 집단사직서 제출 유보…""일부만 사측에 제출""",https://finance.naver.com/item/news_read.naver?article_id=0004636128&office_id=008&code=011200&page=9&sm=
10, 2021.08.25 15:47,이데일리,"HMM 단체 사직 일단 연기…노-사, 1일 재협의 '파업 속도조절'",https://finance.naver.com/item/news_read.naver?article_id=0005019526&office_id=018&code=011200&page=9&sm=
11, 2021.08.25 15:50,헤럴드경제,"HMM 노사, 내달 1일 재교섭",https://finance.naver.com/item/news_read.naver?article_id=0001878968&office_id=016&code=011200&page=9&sm=
12, 2021.08.25 15:47,서울경제,HMM 해원노조 집단 사표 보류···내달 1일 노사 추가 협상,https://finance.naver.com/item/news_read.naver?article_id=0003954317&office_id=011&code=011200&page=9&sm=
13, 2021.08.25 14:45,아시아경제,"[종목속으로] HMM, 노사갈등에 피크아웃 우려까지…주가 전망은?",https://finance.naver.com/item/news_read.naver?article_id=0004959001&office_id=277&code=011200&page=9&sm=
0, 2021.08.25 11:39,헤럴드경제,해운재건·물류정책 차질 우려...정부 ‘HMM 묘수찾기’ 분주,https://finance.naver.com/item/news_read.naver?article_id=0001878814&office_id=016&code=011200&page=10&sm=
1, 2021.08.25 08:18,헤럴드경제,"HMM 사태, 해운재건·물류정책 차질 우려…물 밑 타협점 찾기 나선 ...",https://finance.naver.com/item/news_read.naver?article_id=0001878521&office_id=016&code=011200&page=10&sm=
2, 2021.08.25 11:10,이데일리,해운협회 “HMM 파업 여파 우려…조속한 해결 당부”,https://finance.naver.com/item/news_read.naver?article_id=0005019247&office_id=018&code=011200&page=10&sm=
3, 2021.08.25 10:47,헤럴드경제,"HMM 해원·육상노조, 단일 협상창구 만들었다…사직서 제출은 막판 고심",https://finance.naver.com/item/news_read.naver?article_id=0001878705&office_id=016&code=011200&page=10&sm=
4, 2021.08.25 10:22,이데일리,사상 첫 파업 앞둔 HMM…정부 “물류대란 막을 것”,https://finance.naver.com/item/news_read.naver?article_id=0005019181&office_id=018&code=011200&page=10&sm=
5, 2021.08.24 18:11,이코노미스트,"파업 기로에 선 HMM, 수출 '물류대란' 가시화될까",https://finance.naver.com/item/news_read.naver?article_id=0000015580&office_id=243&code=011200&page=10&sm=
6, 2021.08.24 11:49,조선비즈,HMM “노조 파업 3주면 피해액 6800억원 추산… 협상에 총력”,https://finance.naver.com/item/news_read.naver?article_id=0000756374&office_id=366&code=011200&page=10&sm=
7, 2021.08.24 15:00,이데일리,"선원 단체 사직 앞둔 HMM ""3주 파업하면 피해액 6800억""",https://finance.naver.com/item/news_read.naver?article_id=0005018620&office_id=018&code=011200&page=10&sm=
8, 2021.08.24 11:37,매경이코노미,"HMM, 노조 파업 가결에도 주가 급등…물류 대란 코앞으로",https://finance.naver.com/item/news_read.naver?article_id=0000070225&office_id=024&code=011200&page=10&sm=
9, 2021.08.24 10:05,헤럴드경제,호실적에도 웃지 못한 주가…‘파업리스크’에 발목 잡힌 HMM·현대제철,https://finance.naver.com/item/news_read.naver?article_id=0001878018&office_id=016&code=011200&page=10&sm=
10, 2021.08.24 09:21,한국경제,"해운株, 반등하나 싶었는데…노사분쟁에 발목잡힌 HMM",https://finance.naver.com/item/news_read.naver?article_id=0004595222&office_id=015&code=011200&page=10&sm=
11, 2021.08.23 19:22,이데일리,"HMM 육상노조, 30일 파업 찬반투표 실시",https://finance.naver.com/item/news_read.naver?article_id=0005018067&office_id=018&code=011200&page=10&sm=
12, 2021.08.23 06:32,서울경제,"[뒷북비즈]‘파업 기로’ HMM, 노조 “단체 이직” 카드도 꺼내",https://finance.naver.com/item/news_read.naver?article_id=0003952870&office_id=011&code=011200&page=10&sm=
0, 2021.09.03 09:03,이데일리,"HMM, 시황 강세 전망에도 주식전환 가능성 부담 -삼성",https://finance.naver.com/item/news_read.naver?article_id=0005026939&office_id=018&code=011200&page=11&sm=
1, 2021.09.03 04:50,머니투데이,'77일' 채운 마지막 '19시간'..HMM 노사 극적타결 막전막후,https://finance.naver.com/item/news_read.naver?article_id=0004640269&office_id=008&code=011200&page=11&sm=
2, 2021.09.02 18:29,이데일리,HMM “협상 장기화로 심려 끼쳐 송구…국가경제 기여할 것“,https://finance.naver.com/item/news_read.naver?article_id=0005026715&office_id=018&code=011200&page=11&sm=
3, 2021.09.02 17:13,머니투데이,"HMM ""물류대란 우려 국민들께 송구…국가경제 기여하는 회사 거듭날 ...",https://finance.naver.com/item/news_read.naver?article_id=0004640163&office_id=008&code=011200&page=11&sm=
4, 2021.09.02 18:25,파이낸셜뉴스,"HMM, 77일만에 임단협 타결…물류대란 한숨 돌려",https://finance.naver.com/item/news_read.naver?article_id=0004702675&office_id=014&code=011200&page=11&sm=
5, 2021.09.02 17:54,한국경제,HMM 임단협 극적 타결…해운 대란은 겨우 피했다,https://finance.naver.com/item/news_read.naver?article_id=0004599681&office_id=015&code=011200&page=11&sm=
6, 2021.09.02 17:50,매일경제,HMM 임단협 '극적 타결'…물류대란 피했다,https://finance.naver.com/item/news_read.naver?article_id=0004846945&office_id=009&code=011200&page=11&sm=
7, 2021.09.02 09:50,파이낸셜뉴스,"HMM, 77일만에 임단협 타결...물류대란 한숨 돌려",https://finance.naver.com/item/news_read.naver?article_id=0004702233&office_id=014&code=011200&page=11&sm=
8, 2021.09.02 17:47,이데일리,HMM 임금협상 타결…산은 “해운물류 주축 역할 기대”,https://finance.naver.com/item/news_read.naver?article_id=0005026677&office_id=018&code=011200&page=11&sm=
9, 2021.09.02 16:11,이데일리,무역협회 “HMM 임단협 타결 환영…수출 기업 불안감 덜어”,https://finance.naver.com/item/news_read.naver?article_id=0005026538&office_id=018&code=011200&page=11&sm=
10, 2021.09.02 15:04,아시아경제,"무역협회 ""HMM 노사 임단협 타결, 크게 환영""",https://finance.naver.com/item/news_read.naver?article_id=0004963441&office_id=277&code=011200&page=11&sm=
11, 2021.09.02 16:09,이데일리,"HMM 노사, 임단협 77일만에 타결…물류대란 우려 해소",https://finance.naver.com/item/news_read.naver?article_id=0005026534&office_id=018&code=011200&page=11&sm=
12, 2021.09.02 10:15,비즈니스워치,해운대란 막았다…HMM 임단협 '극적 타결',https://finance.naver.com/item/news_read.naver?article_id=0000003458&office_id=648&code=011200&page=11&sm=
13, 2021.09.02 09:09,아시아경제,"HMM 노사, 임금인상 7.9%, 격려·장려금 650% 타결(상보)",https://finance.naver.com/item/news_read.naver?article_id=0004963020&office_id=277&code=011200&page=11&sm=
14, 2021.09.02 09:01,서울경제,"HMM 노사, 마라톤 협상 끝에 임단협 타결···임금 7.9% 인상",https://finance.naver.com/item/news_read.naver?article_id=0003957548&office_id=011&code=011200&page=11&sm=
15, 2021.09.02 15:39,이데일리,HMM 노조 “국가경제 위해 합의한 것…임금 정상화 논의해야”,https://finance.naver.com/item/news_read.naver?article_id=0005026493&office_id=018&code=011200&page=11&sm=
16, 2021.09.02 14:47,비즈니스워치,'한숨돌린 해운대란'...HMM 임단협 극적 타결,https://finance.naver.com/item/news_read.naver?article_id=0000003467&office_id=648&code=011200&page=11&sm=
17, 2021.09.02 09:32,한국경제,"HMM, 임단협 극적 타결 소식에 강세",https://finance.naver.com/item/news_read.naver?article_id=0004599044&office_id=015&code=011200&page=11&sm=
18, 2021.09.02 14:44,서울경제,"HMM 노사, 밤샘 협상 끝에 임단협 극적 타결···갈등 불씨는 여전",https://finance.naver.com/item/news_read.naver?article_id=0003957814&office_id=011&code=011200&page=11&sm=
19, 2021.09.02 08:39,머니투데이,"파업이냐, 극적 타결이냐…HMM 노사 밤샘협상에도 진통",https://finance.naver.com/item/news_read.naver?article_id=0004639739&office_id=008&code=011200&page=11&sm=
0, 2021.09.02 15:39,이데일리,HMM 노조 “국가경제 위해 합의한 것…임금 정상화 논의해야”,https://finance.naver.com/item/news_read.naver?article_id=0005026493&office_id=018&code=011200&page=12&sm=
1, 2021.09.02 15:04,아시아경제,"무역협회 ""HMM 노사 임단협 타결, 크게 환영""",https://finance.naver.com/item/news_read.naver?article_id=0004963441&office_id=277&code=011200&page=12&sm=
2, 2021.09.02 14:47,비즈니스워치,'한숨돌린 해운대란'...HMM 임단협 극적 타결,https://finance.naver.com/item/news_read.naver?article_id=0000003467&office_id=648&code=011200&page=12&sm=
3, 2021.09.02 09:32,한국경제,"HMM, 임단협 극적 타결 소식에 강세",https://finance.naver.com/item/news_read.naver?article_id=0004599044&office_id=015&code=011200&page=12&sm=
4, 2021.09.02 14:44,서울경제,"HMM 노사, 밤샘 협상 끝에 임단협 극적 타결···갈등 불씨는 여전",https://finance.naver.com/item/news_read.naver?article_id=0003957814&office_id=011&code=011200&page=12&sm=
5, 2021.09.02 08:39,머니투데이,"파업이냐, 극적 타결이냐…HMM 노사 밤샘협상에도 진통",https://finance.naver.com/item/news_read.naver?article_id=0004639739&office_id=008&code=011200&page=12&sm=
6, 2021.09.02 14:01,머니투데이,"HMM 노조 ""韓 경제 위해 대승적 결단…임금 정상화 없으면 파업""",https://finance.naver.com/item/news_read.naver?article_id=0004639982&office_id=008&code=011200&page=12&sm=
7, 2021.09.02 13:00,아시아경제,"HMM 노사, 임단협 77일만 극적 타결…물류대란 피했다(종합2보)",https://finance.naver.com/item/news_read.naver?article_id=0004963324&office_id=277&code=011200&page=12&sm=
8, 2021.09.02 11:06,헤럴드경제,"HMM 노사, 77일만 임금협상 타결...수출기업 물류대란 가까스로 ...",https://finance.naver.com/item/news_read.naver?article_id=0001882478&office_id=016&code=011200&page=12&sm=
9, 2021.09.02 10:23,아시아경제,"HMM 노사, 임금협상 77일만 극적 타결…물류대란 피했다(종합)",https://finance.naver.com/item/news_read.naver?article_id=0004963123&office_id=277&code=011200&page=12&sm=
10, 2021.09.02 09:46,헤럴드경제,"HMM 노사, 77일만 임금협상 극적 타결…수출 물류대란 피했다",https://finance.naver.com/item/news_read.naver?article_id=0001882334&office_id=016&code=011200&page=12&sm=
11, 2021.09.02 09:42,머니투데이,"""물류대란 막자""..HMM 노사 협상개시 77일만에 최종타결",https://finance.naver.com/item/news_read.naver?article_id=0004639789&office_id=008&code=011200&page=12&sm=
12, 2021.09.02 09:11,조선비즈,HMM 파업 피했다… 노사 ‘밤샘교섭’ 끝에 극적 타결(종합),https://finance.naver.com/item/news_read.naver?article_id=0000758606&office_id=366&code=011200&page=12&sm=
